Reason(s),P/F
Turbine Problem . Oil leakage from turbine pit.,F
Maintenance work in Upstream Due to water leakage from penstock.,P
Oil Leakage Fault in Governor System,F
GT trip . Fault in Governor System.,F
 Fault in Exitation system,F
Pole Discrepancy PDR operated,F
Turbine Bearing Temperature High ,F
Annual Maintenance Annual maintenance since 16.10.23,P
Generator Rotor Earth Fault Rotor Earth Fault,F
Generator Rotor Earth Fault . Excitation cable fault.,F
Turbine Bearing Temperature High ,F
Operating Mechanism Faulty . OPU Pump-2 supply unhealthy.,F
"Annual Maintenance . Unit #6 shall be under shutdown for Annual Maintenance w.e.f. 22.11.2023, 10:00 Hrs.",P
Annual Maintenance ,P
 Fault in Excitation system,F
Annual Maintenance ,P
Oil Leakage UGB Low oil Level,F
Annual Maintenance Capital Maintenance,P
High Voltage Due to Grid High Voltage,F
Turbine Problem Planned outage for inspection of turbine,P
Turbine Problem . HS pressure not established. ,F
Maloperation of Relay Maloperation of auxiliary relay,F
Turbine Bearing Temperature High UGB Temperature High,F
Turbine Bearing Temperature High UGB Temperature High,F
Turbine Bearing Temperature High UGB Temperature High,F
Generator Fault AC SUPPLY FAILED,F
Turbine Problem TGB OIL LEVEL LOW,F
Maloperation of Relay Malfunction of governor panel,F
Maloperation of Relay 86Y Relay Operated.,F
Maloperation of Relay . Malfunction of Governor panel.,F
Maloperation of Relay Emergency trip penstock panel dam,F
Maintenance work in Upstream Minor leakage in penstock,P
Maloperation of Relay MALOPERATION OF GOVERNOR PANEL,F
Maloperation of Relay Maloperation of governor panel,F
Pole Discrepancy . PDR Operated of Unit # 1.,F
Generator Fault Problem in Excitation system,F
Synchronization failure due to delay in synchronization.,F
Generator Fault LGB TEMPERATURE  HIGH,F
Maloperation of Relay Mall Functioning of over speed device,F
Turbine Bearing Temperature High . TGB Temperature High.,F
Turbine Problem ,F
Synchronization failure Delay in synchronization,F
Synchronization failure Delay in Synchronization,F
Transformer Bucholtz trip PRV Operated,F
Turbine Problem rotor earth fault from 10:30 Hrs from 29.05.2024,F
Synchronization failure due to delay in synchronization.,F
Maloperation of Relay 86E RELAY OPERATED,F
Generator Fault Governor Major Fault,F
Turbine Bearing Temperature High HS Pump Pressure Low,F
Turbine Bearing Temperature High TGB TEMPERATURE HIGH,F
Turbine Problem SHUT DOWN TURBINE INSPECTION,P
Synchronization failure Delay Synchronised ,F
Synchronization failure Delay Synchronised,F
 Rotor earth fault protection operated.,F
Synchronization failure due to malfunction of SCADA controller of UCB.,F
Oil Leakage OPU oil level too low,F
Oil Leakage . OPU oil level low.,F
Maloperation of Relay . Controller fault.,F
GT trip . Governor major fault due to SPC Communication failure.,F
Generator Fault . Fault in excitation system panel.,F
Turbine Problem Turbine Inspection,P
Maloperation of Relay . Fault in Excitation System.,F
Synchronization failure due to delay in synchronization.,F
Synchronization failure due to delay in synchronization.,F
High silt . Unit desynchronized for trash cleaning.,P
High silt . Unit desynchronized for trash cleaning.,P
High silt . Unit desynchronized for trash cleaning.,P
Turbine Bearing Temperature High ,F
 Governor major fault relay operated. ,F
Turbine Bearing Temperature High LGB TEMPERATURE HIGH,F
Maloperation of Relay . Unit tripped due to malfunctioning of contactor of PRV.,F
Synchronization failure . Delay in synchronization.,F
Annual Maintenance ,P
Maloperation of Relay FAULT IN EXCITATION SYSTEM,F
Annual Maintenance ,P
Annual Maintenance ,P
Synchronization failure synchronization failure due to fault in Excitation system,F
LBB operated Bus Bar Protection operated ,F
LBB operated Bus Bar Protection operated ,F
LBB operated Bus Bar Protection operated ,F
LBB operated Bus Bar Protection operated ,F
LBB operated Bus Bar Protection operated ,F
High silt . Unit stopped due to high silt.,F
High silt . Unit stopped due to high silt.,F
High silt . Unit stopped due to high silt.,F
High silt . Unit stopped due to high silt.,F
High silt . Unit stopped due to high silt.,F
High silt Unit stopped due to high silt.,F
High silt due to heavy silt and trash,F
High silt due to heavy silt and trash,F
High silt due to heavy silt and trash,F
High silt due to heavy silt and trash,F
High silt due to heavy silt and trash,F
High silt due to heavy silt and trash,F
High silt Due to heavy trash and high silt,F
High silt Due to heavy trash and high silt,F
High silt Due to heavy trash and high silt,F
High silt Due to heavy trash and high silt,F
High silt Due to heavy trash and high silt,F
High silt Due to heavy trash and high silt,F
 Fault in Exitation System,F
"Bus Bar Protection Operated  due to Fault in Excitation panel of Unit-4, one CB pole stuck",F
"Bus Bar Protection Operated  due to Fault in Excitation panel of Unit-4, one CB pole stuck",F
"Fault in Excitation panel Due to Fault in Excitation panel of Unit-4, one CB pole stuck.",F
"Bus Bar Protection Operated  due to Fault in Excitation panel of Unit-4, one CB pole stuck",F
"Bus Bar Protection Operated  due to Fault in Excitation panel of Unit-4, one CB pole stuck",F
"Bus Bar Protection Operated  due to Fault in Excitation panel of Unit-4, one CB pole stuck",F
 Reservoir silt flushing (downstream of Baglihar).,F
 Reservoir silt flushing (downstream of Baglihar).,F
 Reservoir silt flushing (downstream of Baglihar).,F
 Reservoir silt flushing (downstream of Baglihar).,F
 Reservoir silt flushing (downstream of Baglihar).,F
 Reservoir silt flushing (downstream of Baglihar).,F
High silt Outage due to high silt and high trash,F
High silt Outage due to high silt and high trash,F
High silt Outage due to high silt and high trash,F
High silt Outage due to high silt,F
High silt Outage due to high silt and high trash,F
High silt Outage due to high silt and high trash,F
High silt  and heavy trash.,F
High silt  and heavy trash.,F
High silt  and heavy trash.,F
High silt  and heavy trash.,F
High silt  and heavy trash.,F
High silt  and heavy trash.,F
 Due to tripping of evacuating ckts,F
 Due to tripping of evacuating ckts,F
 Due to tripping of evacuating ckts,F
" 132kV PT of main Bus, R-phase blast at Hiranagar.",F
" 132kV PT of main Bus, R-phase blast at Hiranagar.",F
" 132 kv PT of main Bus, R-phase blast at Hiranagar grid ",F
 annual maintenance,P
 annual maintenance,P
 annual maintanence,P
 high vibration,F
 CB tripping due to PD relay,F
Turbine Problem LVDT/VRVT Problem,F
Generator Rotor Earth Fault . Malfunction of Rotor Earth fault relay.,F
 Leakage from expansion joint of penstock.,F
 Leakage from expansion joint of penstock.,F
 Leakage from expansion joint of penstock.,F
Turbine Problem Delay in opening of Main Inlet Valve during starting of the unit.,F
High Voltage Unit not able to get synchronized as per schedule due to  High Voltage in Grid.,F
"Synchronization failure Fault in Governor during synchronisation (Outage Start Time:06:15 Hrs ,Outage End Time:06:20:52 Hrs).",F
Synchronization failure Fault in Autosynchroniser during synchronisation .,F
Synchronization failure due to issue in auto-synchronizer.,F
Synchronization failure non opening Main Inlet Valve Service Seal during starting of the Unit.,F
Annual Maintenance Annual Maintenance,P
Annual Maintenance Annual Maintenance,P
Annual Maintenance Annual Maintenance,P
Annual Maintenance . Complete shutdown of units for seal replacement work and emptying and charging of penstock (Approved by NRPC).,P
Annual Maintenance . Complete shutdown of units for seal replacement work and emptying and charging of penstock (Approved by NRPC).,P
"Low Voltage Grid disturbance,all Line voltage becomes Zero at  08:02 ",F
Operating Mechanism Faulty . Fault in HSL Pump. ,F
Operating Mechanism Faulty Fault in GT-CB closing Circuit,F
Operating Mechanism Faulty Malfunctioning of contactor in GTCB closing circuit,F
Maintenance work in Upstream To arrest the water leakage of penstock,P
Maintenance work in Upstream To arrest the water leakage of penstock,P
Maintenance work in Upstream To arrest the water leakage of penstock,P
Synchronization failure . Delay in Synchronization  due to Governor Nozzle Maloperation.,F
Bus Bar Protection Operated Busbar protection operated,F
Bus Bar Protection Operated Busbar protection operated,F
Loss of evacuation path ,F
Loss of evacuation path ,F
Loss of evacuation path ,F
Turbine Problem To attend Nozzle Opening problem,F
Turbine Problem . Nozzle #4 opening problem. ,F
Turbine Problem Problem in Nozzle No 3.,F
AC Supply Fail NON AVAILABILITY OF GRID VOLTAGE (IN ALL FOR LINES) IN  SEWA-II POWER STATION.,F
AC Supply Fail NON AVAILABILITY OF GRID VOLTAGE (IN ALL FOR LINES) IN  SEWA-II POWER STATION.,F
AC Supply Fail NON AVAILABILITY OF GRID VOLTAGE (IN ALL FOR LINES) IN  SEWA-II POWER STATION.,F
Maloperation of Relay . Tripped due to fault in UAB Bus under voltage relay.,F
Earth fault . Stator Earth Fault.,F
Annual Maintenance ,P
AC Supply Fail NON-AVAILABILITY OF GRID IN SEWA-II POWER STATION.(All transmission lines voltage becomes zero in sewa-II End),F
AC Supply Fail NON-AVAILABILITY OF GRID IN SEWA-II POWER STATION.(All transmission lines voltage becomes zero in sewa-II End),F
Annual Maintenance Unit 01 Annual Shutdown maintenance,P
Synchronization failure DELAY IN SYNCHRONIZATION DUE TO PROBLEM IN SERVICE SEAL AND AUTOSYNCHRONISER.,F
Synchronization failure Delay Synchronisation due to low grid frequency,F
Maloperation of Relay maloperation of control action shutdown relay.,P
Synchronization failure due to delay in synchronization.,F
Synchronization failure due to delay in synchronization.,F
Generator Fault . Tripped due to Governor fault.,F
"Phase to Phase Fault R-Y Tripping of 132 kV power evacuation lines (Hiranagar-1 and -2 tripped, Kathua and Mahanpur remote end breaker tripped )",F
"Phase to Phase Fault R-Y Tripping of 132 kV power evacuation lines (Hiranagar-1 and -2 tripped, Kathua and Mahanpur remote end breaker tripped )",F
GT trip for excitation problem,F
 Unit tripped due to malfunctioning of butterfly valve.,F
 Unit tripped due to malfunctioning of butterfly valve.,F
 Unit tripped due to malfunctioning of butterfly valve.,F
Synchronization failure . Delay in synchronization due to HV in grid.,F
Synchronization failure . Delay in synchronization due to HV in grid.,F
AC Supply Fail 132 kv voltage not available in all four lines ,F
AC Supply Fail 132 kv voltage not available in all four lines ,F
AC Supply Fail 132 kv voltage not available in all four lines ,F
" 86B1, 86B2 Relay operated.",F
Synchronization failure due to pressure not build up in HS pump.,F
Loss of evacuation path ,F
Loss of evacuation path ,F
Loss of evacuation path ,F
Loss of evacuation path (Due to blackout).,F
Loss of evacuation path (Due to blackout).,F
Loss of evacuation path Loss of evacuation path (Due to blackout).,F
Generator Fault . Tripped due to excitation fault.,F
Synchronization failure . Delay in synchronization.,F
Synchronization failure . Delay in synchronization.,F
Loss of evacuation path . Delay in synchronization.,F
GT trip ,F
Generator Fault ,F
 Fault in Governor circuit.,F
 Fault in governer circuit,F
Unit tripped due to cooling system fault. Unit tripped due to cooling system fault.,F
Unit tripped due to cooling system fault. Unit tripped due to cooling system fault.,F
Unit tripped due to cooling system fault. Unit tripped due to cooling system fault.,F
Maloperation of Relay . GOV air receiver oil level switch malfunction.,F
Less Inflow of water . Water head low.,F
Less Inflow of water . Water head low.,F
 Unit tripped due to tripping of 33kV lines.,F
 Unit tripped due to tripping of 33kV lines.,F
Phase to earth fault B-N . Unit tripped on 33kV Line fault.,F
Phase to earth fault B-N . Unit tripped on 33kV Line fault.,F
Turbine Problem Abnormal sound observed from Turbine.,F
Phase to earth fault B-N . Unit tripped on 33kV Line fault.,F
Less Inflow of water . Unit-2 hand-tripped due to insufficient water-head.,F
Earth fault . Tripped due to earth fault in 33kV Line.,F
GT trip . Unit tripped due to fault in 33kV line.,F
GT trip . Unit tripped due to fault in 33kV line.,F
GT trip . Unit tripped due to fault in 33kV line.,F
GT trip . Unit tripped due to fault in 33kV line.,F
Phase to Phase Fault R-B . Tripped due to fault in 33kV Line.,F
Phase to Phase Fault R-B . Tripped due to fault in 33kV Line.,F
GT trip due to B-N fault in 33kV Line.,F
GT trip due to B-N fault in 33kV Line.,F
GT trip . Tripped due to B-N fault in 33kV Line.,F
GT trip . Tripped due to B-N fault in 33kV Line.,F
Earth fault . Tripped due to fault in 33kV Line.,F
Earth fault . Tripped due to fault in 33kV Line.,F
 Unit tripped due to 33kV line Fault.,F
 Unit tripped due to 33kV line Fault.,F
 Tripped due to earthfault in 33kV line.,F
 Tripped due to earthfault in 33kV line.,F
Oil Leakage . Runner blade oil leakage.,F
Generator Transformer protection operated ,F
Generator Transformer protection operated ,F
Over hauling ,F
Shutdown for boiler licence renewal. Shutdown for boiler licence renewal.,P
 Capital overhauling & subsequently issues detected in HP turbine.,P
 condenser cooling pump failed  ,F
Turbine Problem ,F
 Drum level low.,F
Boiler tube leakage ,F
Boiler tube leakage  ,F
 DRUM LEVEL LOW-LOW,F
Turbine Problem Vacuum Pressure not Maintained,F
 Leakage in cooling water duct,F
Boiler tube leakage ,F
 FLAME FAILURE,F
Boiler tube leakage ,F
 unit auxiliary bus tripping ,F
Over hauling ,F
 PA Fan 4 B problem,F
 Drum Level Low,F
 Electrical protection,F
 Motor-driven Boiler feed pumps(MDBFP) tripped,F
 Boiler license Renewal,F
Boiler tube leakage ,F
 C&I card problem,F
 Steam Leakage on Turbine Side,F
Boiler tube leakage ,F
Boiler tube leakage ,F
Boiler tube leakage ,F
 APH 3a Guide Bearing PQ index High,F
Primary Air Pre Heater motor abnormal sound. ,F
 Flame failure detected,F
Over hauling ,F
Boiler tube leakage ,F
Boiler tube leakage ,F
 ID FAN TRIPPED ,F
Over hauling ,F
Boiler tube leakage ,F
Boiler tube leakage ,F
 Boiler Tube Leakage.,F
 turbine Bearing oil leakage,F
Over hauling ,F
Boiler tube leakage ,F
Boiler tube leakage ,F
Turbine Problem ,F
Boiler tube leakage ,F
 Flame Failure,F
 Unit Auxiliary Bus trip.,F
Boiler tube leakage ,F
 Boiler Tube Leakage.,F
Boiler tube leakage ,F
 Drum Level Low,F
Generator Transformer protection operated ,F
Bus bar protection operated ,F
 Tripping of cw pumps,F
  turbine side oil leakage,F
 PSW(Primary stator Water) Conductivity high false operated.,F
ID Fan problem ,F
Operation of transformer protection ,F
Boiler Tube Leakage ,F
 CW pump trip due to 6.6kV bus trip,F
 CW pump trip due to 6.6kV bus trip,F
 CW pump trip due to 6.6kV bus trip ,F
Boiler Tube Leakage ,F
Boiler Tube Leakage ,F
Drum level high . 200 MW Unit-5 withdrawn due to drum level high. ,F
Boiler Tube Leakage ,F
Relay maloperation . Relay maloperation at Singrauli end.,F
Over hauling ,F
 Distributed control system  failed ,F
Air Pressure Leakage 200 MW Unit #4 withdrawn due to Air Flow Low Low,F
Boiler Tube Leakage ,F
Over hauling UNIT TAKEN OUT FOR PERIODIC O/H.,F
Boiler Tube Leakage ,F
Boiler Tube Leakage Gen#7 taken out of service.,F
Boiler Tube Leakage ,F
Tripped due to electrical protection. ,F
Hand tripped to attend BFP-A discharge line leakage.,F
Over hauling UNIT 1 STOPPED AT 23:36 FOR PLANNED OVERHAULING,P
Boiler Tube Leakage . Boiler Tube leakage in pass 2.,F
Physical Damage / Hindrance Air preheater guide bearing damaged due to which unit 5 isolated.,F
Drum level low ,F
Boiler Tube Leakage ,F
Bus Bar Protection Operated . Bus bar-2 protection operated due to Wave trap fallen over current transformer due to bad weather condition at Singrauli.,F
Bus Bar Protection Operated . Bus bar-2 protection operated due to Wave trap fallen over current transformer due to bad weather condition at Singrauli.,F
Bus Bar Protection Operated . Bus bar-2 protection operated due to Wave trap fallen over current transformer due to bad weather condition at Singrauli.,F
Flame Failure ,F
Boiler Tube Leakage . Boiler tube leakage near eco outlet header.  ,F
GT trip due to Loss of excitation.,F
Circulating Water pump trip . Unit-7 tripped due to both CW pump tripped.,F
Boiler Tube Leakage ,F
Boiler Tube Leakage . Tripped due to BTL in LTSH 2nd pass.,F
Boiler Tube Leakage UNIT HAND TRIP TO ATTEND THE BTL.,F
Annual Maintenance . Unit withdrawn for Over-hauling.,P
All Fuel Loss . Unit-1 Withdrawn due to loss of all fuel.,F
Boiler Tube Leakage ,F
Boiler Tube Leakage ,F
Shutdown for Boiler License renewal. Shutdown for Boiler License renewal.,P
Boiler Tube Leakage in second pass.,F
Boiler Tube Leakage ,F
PA fan problem ,F
Boiler Tube Leakage ,F
For FGD damper commissioning work. For FGD damper commissioning work.,F
Drum level high ,F
Boiler Tube Leakage ,F
Boiler Tube Leakage ,F
Drum level low ,F
Boiler Tube Leakage ,F
Boiler Tube Leakage BTL in S Panel,F
Hand tripped heavy leakage in CEP-B,F
Over hauling ,F
Boiler Tube Leakage . Boiler tube leakage in 1st pass.,F
Boiler Tube Leakage Unit#6 Boiler Tube Leakage,F
GT trip . Unit Bus-1B tripped.,F
 Unit-6 Mill tripped due to Low Lube Oil pressure.,F
PA fan problem Unit-02 taken out of bar for PA Fan-A Motor problem.,F
Unit-6 taken out for Boiler License Renewal. Unit-6 taken out for Boiler License Renewal.,F
Unit tripped due to Stator water flow low.  Unit tripped due to Stator water flow low. ,F
Generator stator winding DP high. Generator stator winding DP high.,F
 Leakage in economizer.,F
Boiler Tube Leakage . Suspected BTL in 2nd pass.,F
Boiler Tube Leakage . Unit taken out due to BTL in 2nd pass.,F
Boiler Tube Leakage ,F
Boiler Tube Leakage ,F
Drum level high ,F
Boiler Tube Leakage  at 40 mt second pass between corner 3 and 4.,F
Over hauling ,F
Boiler Tube Leakage . Unit taken under shutdown as vent line rupture in Boiler penthouse.,P
Boiler Tube Leakage ,F
Boiler Tube Leakage ,F
Boiler Tube Leakage ,F
 Due to PAPH-7B motor abnormal sound.,F
Drum level high ,F
Heavy leakage near HPBP sampling line. ,F
Boiler Tube Leakage  at 21m corner-3.,F
Boiler Tube Leakage ,F
 Rotor Earth Fault,F
 Rotor Earth Fault,F
 Silt Flushing At barrage due to high silt content,F
 Silt Flushing At barrage due to high silt content,F
 Silt Flushing At barrage due to high silt content,F
High Silt ,F
High Silt ,F
High Silt ,F
 high silt,F
 high silt,F
 high silt,F
 Due to high silt.,F
 Due to high silt.,F
 Due to high silt.,F
 Due to High Silt.,F
 Due to High Silt.,F
 Due to High Silt.,F
Over hauling ,F
" When Unit#3 was desynchronized, one pole of its CB got stuck due to which all line CBs were opened from Tanakpur end to avoid any serious complications.",F
 Annual Maintenance,P
 Annual Maintenance,P
 Annual Maintenance,P
 11kV Auxiliary supply failure.,F
 11kV Auxiliary supply failure.,F
 Due to silt flushing at Barrage,F
 Due to silt flushing at Barrage,F
 Due to silt flushing at Barrage,F
Synchronization failure Fault in SCADA System,F
Generator Fault . Stator Earth Fault detected.,F
Generator Fault Generator Main 2 protection Operated,F
Generator Fault . Unit #2 tripped on GGB pad temperature high.,F
High silt . Heavy Trash at Barrage and Low forebay level of Tanakpur Power Station.,F
High silt . Heavy Trash at Barrage and low level of Forebay of Tanakpur Power Station.,F
High silt ,F
High silt ,F
High silt ,F
High silt . Less inflow at Forebay,F
High silt . Fore bay Level down due to trash.,F
High silt . Low forebay level due to trash.,F
High silt . Trash cleaning at Fore bay,P
High silt . Trash cleaning at Fore bay,P
High silt . Trash cleaning at Fore bay.,P
High silt . High Trash in Barrage upstream and low forebay level.,F
High silt . Due to low forebay level because of high trash at barrage.,F
High silt . Low forebay level due to high trash at barrage.,F
High silt . Low forebay level due to heavy trash at Barrage.,F
High silt . Reservoir flushing due to high silt.,F
High silt . Reservoir flushing due to high silt.,F
High silt . Reservoir flushing due to high silt.,F
Generator Fault Excitation fault ,F
High silt . Heavy trash deposited at Barrage head regulator gates.,F
High silt Heavy Trash Deposited at Barrage,F
High silt . Heavy Trash at Barrage,F
High silt . Heavy trash accumulated at Barrage. ,F
High silt . Low Forebay Level due to Trash at Barrage.,F
High silt . Low Forebay Level due to Trash at Barrage.,F
High silt . Low Forebay Level due to Trash at Barrage. ,F
Turbine Problem . OPU oil level low.,F
Turbine Problem Inspection  of TGB Housing of Generator.,P
Generator Rotor Earth Fault ,F
High silt and high discharge at barrage.,F
High silt and high discharge at barrage.,F
High silt and high discharge at barrage.,F
Turbine Problem Unit # 1 tripped at 16:39 HRS ,F
Oil Leakage . For attending oil leakage from GT.,F
Turbine Problem . OPU pressure low.,F
Annual Maintenance . Unit is under Annual Maintenance.,P
Annual Maintenance Annual Maintenance,P
Oil Leakage found from H.S Lube Oil Pump of Unit#1,F
Operating Mechanism Faulty . Penstock Gate control faulty,F
Generator Fault . Unit tripped due to Generator Fault.,F
"Turbine Problem Generator Main - 2, 86B and 86C relay Operated",F
Earth fault . 86B & 86C Relay Operated,F
Annual Maintenance Unit#3 under shutdown due to Annual maintenance,P
Turbine Problem . Protection Relay 86B operated.,F
Turbine Problem . 86B and 86C Protection Operated.,F
Generator Fault Unit tripped.,F
Turbine Problem . Governor malfunctioning.,F
Turbine Problem . Governor malfunctioning.,F
Oil Leakage . Emergency shutdown for inspection of Oil Header.,P
Failure of LA Y phase link line differential protection operated.,F
GT trip ,F
High silt Reservoir silt flushing.,F
High silt Reservoir silt flushing.,F
High silt Reservoir silt flushing.,F
Less Inflow of water Machine Desynchronised due to less inflow caused by heavy trash,F
Less Inflow of water Machine Desynchronised due to less inflow caused by heavy trash,F
Less Inflow of water Machine desynchronised due to less inflow caused by Heavy trash,F
Turbine Problem Leakage from oil header,F
Turbine Problem machine  not synchronised. ,F
Turbine Problem For inspection of MSV of Governor,P
High silt ,F
High silt ,F
High silt ,F
High silt  and trash due to high inflow.,F
High silt  and trash due to high inflow.,F
High silt  and trash due to high inflow.,F
High silt Low forebay level due to high trash at Barrage,F
High silt Low forebay level due to high trash at Barrage,F
High silt Low forebay level due to high trash at Barrage,F
High silt Low forebay level due to high trash at Barrage,F
High silt due to extremely high discharge and high PPM,F
High silt due to extremely high discharge and high PPM,F
High silt due to extremely high discharge and high PPM,F
High silt & heavy trash coming from river at barrage.,F
High silt & heavy trash coming from river at barrage. ,F
High silt & heavy trash coming from river at barrage. ,F
High silt and heavy trash accumulated at barrage.,F
High silt and heavy trash accumulated at barrage.,F
High silt Less inflow of water due to High Trash at Barrage,F
High silt . For cleaning of Trash and Silt at Barrage.,P
High silt . For cleaning of Trash and Silt at Barrage.,P
High silt . For cleaning of Trash and Silt at Barrage.,P
High silt . Barrage silt flushing.,F
High silt . Barrage silt flushing.,F
High silt . Barrage silt flushing.,F
High silt . Trash deposited at Barrage.,F
High silt . Trash deposited at Barrage.,F
High silt . Trash deposited at Barrage.,F
High silt . Unit desynchronized for trash cleaning.,P
High silt . Unit desynchronized for trash cleaning.,P
High silt . Unit desynchronized for trash cleaning.,P
High silt LOW FOREBAY LEVEL DUE TO TRASH CLEANING AT BARRAGE,P
High silt . Low forebay level due to accumulation of heavy trash at Barrage. Shutdown for Trash Cleaning at Barrage.,P
High silt . Low forebay level due to accumulation of heavy trash at Barrage. Shutdown for Trash Cleaning at Barrage.,P
High silt . Low forebay level due to accumulation of heavy trash at Barrage. Shutdown for Trash Cleaning at Barrage.,P
High silt . Low forebay level due to accumulation of heavy trash at Barrage. Shutdown for Trash Cleaning at Barrage.,P
High silt . Low forebay level due to accumulation of heavy trash at Barrage. Shutdown for Trash Cleaning at Barrage.,P
 Low forebay level Due to high trash at barrage ,F
 Low forebay level Due to high trash at barrage ,F
 Low forebay level Due to high trash at barrage ,F
 Low forebay level Due to high trash at barrage ,F
 Low forebay level Due to high trash at barrage ,F
 Low forebay level Due to high trash at barrage ,F
High silt . High Silt and Trash at Barrage.,F
High silt . High Silt and Trash at Barrage.,F
High silt . High Silt and Trash at Barrage.,F
Turbine Problem . Turbine blade oil leakage w.e.f. 20:00 hrs of 26.08.24 (Initialy out on Silt flushing at Barrage.),F
High silt . Silt flushing at Barrage.,F
High silt . Silt flushing at Barrage.,F
Turbine Problem . Shutdown for inspection of Trunion Pin.,P
High silt . High silt above 9350 ppm and high inflow.,F
High silt . High silt above 9350 ppm and high inflow.,F
High silt . High silt above 9350 ppm and high inflow.,F
Less Inflow of water . Low forebay level caused by heavy accumulation of trash at barrage.,F
Annual Maintenance ,P
Loss of evacuation path . Unit tripped due to tripping of Transmission Lines.,F
Loss of evacuation path . Unit tripped due to tripping of Transmission Lines.,F
Annual Maintenance ,P
Annual Maintenance ,P
Operating Mechanism Faulty . Tripped due to malfunctioning of Governing System.,F
Transformer Winding Temperature High GT LV WINDING TEMP INSTRUMENT FAILURE,F
Low Voltage Due to Grid Disturbance,F
Low Voltage Due to Grid Disturbance,F
Low Voltage Due to Grid Disturbance,F
 Leakage in Stator Air Cooler.,F
Turbine Problem . Due to Problem in Governor module. ,F
High silt  and Heavy Trash.,F
High silt  and Heavy Trash.,F
High silt  and Heavy Trash.,F
High silt . High Inflow and flood like situations and heavy trash accumulation at Barrage.,F
High silt . High Inflow and flood like situations and heavy trash accumulation at Barrage.,F
High silt . High Inflow and flood like situations and heavy trash accumulation at Barrage.,F
High silt  due to high trash.,F
High silt  due to high trash.,F
High silt  due to high trash.,F
High silt . High Inflow and flood like situation in upstream.,F
High silt . High Inflow and flood like situation in upstream.,F
High silt . High Inflow and flood like situation in upstream.,F
High silt ,F
High silt ,F
High silt ,F
High silt ,F
High silt ,F
High silt ,F
High silt ,F
High silt ,F
High silt ,F
High silt ,F
High silt ,F
High silt ,F
"High silt High silt, high flood and heavy trash",F
"High silt High silt, high flood and heavy trash",F
"High silt High silt, high flood and heavy trash",F
High silt  and  accumulation of heavy trash at Barrage.,F
High silt  and  accumulation of heavy trash at Barrage.,F
High silt  and  accumulation of heavy trash at Barrage.,F
Oil Leakage . Oil leakage from runner oil header.,F
Turbine Bearing Temperature High Water Leakage from Stator air Cooler,F
Turbine Bearing Temperature High . Water Leakage from Stator air Cooler.,F
Turbine Problem . Governor Malfunctioning.,F
Turbine Problem . Due to OPU oil pressure low.,F
Bus Bar Protection Operated . Bus bar differential Protection Zone-A operated.,F
Bus Bar Protection Operated . Bus bar differential Protection Zone-A operated.,F
Bus Bar Protection Operated . Bus bar differential Protection Zone-A operated.,F
Boiler Tube Leakage ,F
" Unit tripped on safety protection trip., reason being investigated.",F
Generator Fault GENRATOR PROTECTION,F
Boiler tube leakage ,F
Reserve Shutdown ,P
Reserve Shutdown ,P
Turbine Problem ,F
ID Fan problem ,F
Reserve Shutdown ,P
 Unit taken out for Boiler License Renewal.,F
Boiler Tube Leakage ,F
ID Fan Problem ,F
PA fan problem ,F
Flame Failure ,F
Over hauling ,F
 Main turbine hydraulic system problem,F
Boiler Tube Leakage ,F
GT trip Unit #5 (660MW) of Tanda Stage-2 trip on generator protection at 10:39 Hrs.,F
Generator Fault . Unit tripped on generator protection.,F
GT trip . Unit-5 tripped on generator protection.,F
GT trip  on generator protection.,F
Boiler Tube Leakage ,F
Boiler Tube Leakage ,F
Low voltage Unit emergency Bus -A tripped,F
 Turbine tripped on safety trip.,F
 U#6 of NTPC Tanda Stage-2 660MW tripped on turbine safety trip.,F
 turbine trip on stress,F
 MDBFP and TDBFP tripped. This lead to unit tripping on eco flow low.,F
Boiler Tube Leakage ,F
Generator Fault generation protection,F
Reserve Shutdown ,P
Reserve Shutdown ,P
Overhaul for Boiler + Turbine & Gen mandatory inspection ,P
 TRIPPED ON GT FAULT,F
Reserve Shutdown ,P
Distilled Water plant issue . Unit#6 stopped due to high conductivity of feed water.,F
Turbine Bearing Temperature High ,F
Turbine Bearing Temperature High ,F
 ID FAN-6A Tripped. Subsequently Boiler tripped on IH max temperature high.,F
All Fuel Loss ,F
Tripped due to heavy steam leakage in Turbine. Tripped due to heavy steam leakage in Turbine.,F
Flame Failure ,F
Generator Transformer protection operated . Unit-06 tripped on UT earth protection. ,F
Boiler Tube Leakage ,F
Flame Failure ,F
Flame Failure ,F
Boiler Tube Leakage ,F
Turbine Problem ,F
Over hauling ,F
Generator Fault . IVC MC side stack failure.,F
 Planned Annual Maintenance,P
 malfunction of Gen. Fire Fighting system,F
 Planned annual maintenance,P
 Planned annual maintenance,P
 Annual Maintenance,P
 Annual Maintenance,P
 Annual Maintenance,P
 Annual maintenance ,P
 Annual Maintenance,P
"Generator Transformer protection operated . GT differential protection of GT#4 is operated alongwith PRV,  Buchholz relay operation during the incident. On physical checking oil leakage is observed from Transformer Tank and oil is spilled in GT area.",F
Synchronization failure . Synchronization failed due to gpt failure in Governor.,F
Bus Bar Protection Operated unit 3 not available due to bus bar protection  operated.,F
Bus Bar Protection Operated unit 2 not available due to Bus bar protection operated,F
Bus Bar Protection Operated no line available for power evacuation.,F
Bus Bar Protection Operated no line available for power evacuation,F
